Date,AAPL,AMZN,JPM,MSFT,XOM
2014-01-03,,,,,
2014-01-06,,,,,
2014-01-07,,,,,
2014-01-08,,,,,
2014-01-09,,,,,
2014-01-10,,,,,
2014-01-13,,,,,
2014-01-14,,,,,
2014-01-15,,,,,
2014-01-16,,,,,
2014-01-17,,,,,
2014-01-21,,,,,
2014-01-22,,,,,
2014-01-23,,,,,
2014-01-24,,,,,
2014-01-27,,,,,
2014-01-28,,,,,
2014-01-29,,,,,
2014-01-30,,,,,
2014-01-31,,,,,
2014-02-03,,,,,
2014-02-04,,,,,
2014-02-05,,,,,
2014-02-06,,,,,
2014-02-07,,,,,
2014-02-10,,,,,
2014-02-11,,,,,
2014-02-12,,,,,
2014-02-13,,,,,
2014-02-14,0.019749890593928808,0.028201713922020557,0.01239167530707704,0.015880300052367725,0.011656063370014104
2014-02-18,0.019323003243803642,0.02822921172105284,0.012356066343182112,0.015824923850177454,0.011657557941226894
2014-02-19,0.019527230417230656,0.028341054282350193,0.012887079372291036,0.015267262144735038,0.01164272887815983
2014-02-20,0.019599095255058464,0.028273610383498682,0.012781087711443869,0.015250356838529803,0.011688458473036633
2014-02-21,0.01965385734831383,0.02815832797999988,0.012648186656315067,0.014818050211559379,0.011689981148258482
2014-02-24,0.01954503896327462,0.028375457177286185,0.012729256455381508,0.014844243371216639,0.011959930003466842
2014-02-25,0.019599131111067352,0.028665075329502323,0.013083086453596647,0.01470717188761616,0.01185217930688853
2014-02-26,0.01962910954875617,0.02858163811731169,0.01288577987236919,0.013479057553984793,0.011354247090414413
2014-02-27,0.01963087838019526,0.028356728837954887,0.012883905449945637,0.013027871618453982,0.011291241863631141
2014-02-28,0.0192330966912399,0.02840083951959944,0.011549788439148828,0.012301725492298939,0.011322002799073331
2014-03-03,0.019236430927717287,0.028402553727693437,0.011606192680584014,0.012617557032436721,0.0113929671639761
2014-03-04,0.018769137743672625,0.028432437513495976,0.01188082883128925,0.012597326591138538,0.01157529232383296
2014-03-05,0.018538561849201263,0.02856365686017568,0.012237403015514093,0.012646869514947496,0.012612314305850168
2014-03-06,0.018515528218307792,0.02856026203107141,0.012297228469331452,0.0125429961370016,0.012578880579717868
2014-03-07,0.018428779277439078,0.0285143754595165,0.01174843045453414,0.012642280029429397,0.012741693650543725
2014-03-10,0.018150775417489304,0.027996482669661024,0.010691113309429847,0.012155808639420606,0.012102915732017666
2014-03-11,0.018180116996142873,0.028000217166546878,0.011270202233025323,0.01140032801253547,0.012458032717872504
2014-03-12,0.009331869918751021,0.02770967046140081,0.011170128235244568,0.011399161810499308,0.0123800622685359
2014-03-13,0.00931950883670576,0.02733778977629532,0.011281701742434414,0.011482400247583874,0.012386400340718966
2014-03-14,0.009612372428968235,0.02577925808956522,0.01139946700825134,0.011512776757263461,0.012197486686984301
2014-03-17,0.00961975521742062,0.014184691129443299,0.011413195545057974,0.010610737076447985,0.011714355809651435
2014-03-18,0.00970215285626423,0.012404677099985124,0.010800270802639069,0.010448774836976135,0.010796445388805751
2014-03-19,0.009429330256511246,0.012810252259210746,0.010658276717648345,0.010544242286705292,0.011022894231641097
2014-03-20,0.00943514711828948,0.013003789333450783,0.011865010367741105,0.01087162658673742,0.011033790058655995
2014-03-21,0.009476673077601194,0.01314536818145565,0.011255429032450685,0.010920127913922297,0.010976188955819366
